Title,Abstract,StoreId,ArticleType,Authors,copyright,documentType,entryDate,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database,source_file
Nite Club Owner Wins Gamble On Racial Equality Experiment,NEW YORK-- (ANP)-- A white night club owner has proved that night clubs can be centers of entertainment centers for all Americans without adopting jim crow racial patterns.,2916781741,newspapers,, Copyright Kansas City Call 1946, Article," Nov 15, 1946", English, English," Kansas City, Missouri","Nov 15, 1946",The Call (1933-),1946,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/nite-club-owner-wins-gamble-on-racial-equality/docview/2916781741/se-2?accountid=14556, b8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Nite+Club+Owner+Wins+Gamble+On+Racial+Equality+Experiment&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1946-11-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=b8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"...Basie's Boogie-Woogie, Jump ...lues Comes to Aud. Sunday Nite",Basie and his Boogie...ting dance orchestra. ..itching feet of Kansas dancer's tripping down. ..come Sunday night. ..world famous piano.... ..tro gives the down. ..Municipal auditorium.,2916723777,newspapers,J I J, Copyright Kansas City Call 1947, Article," Oct 24, 1947", English, English," Kansas City, Missouri","Oct 24, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/basies-boogie-woogie-jump-lues-comes-aud-sunday/docview/2916723777/se-2?accountid=14556, c17,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=...Basie%27s+Boogie-Woogie%2C+Jump+...lues+Comes+to+Aud.+Sunday+Nite&amp;rft.au=J+I+J&amp;rft.aulast=J+I+J&amp;rft.aufirst=&amp;rft.date=1947-10-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=c17&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Nat Towles and Orchestra To Play In Moberly Auditorium Friday Nite,"MOBERLY, Mo. --Nat Towles, ""The Fat Man of Music,"" and his brilliant recording orchestra, will lay down a blanket of hot- bluesweet dance tunes in Central Missouri's finest auditorium here Friday night, March 7, in what is predicted to be one of the...",2905539058,newspapers,, Copyright Kansas City Call 1947, Article," Mar 7, 1947", English, English," Kansas City, Missouri","Mar 7, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/nat-towles-orchestra-play-moberly-auditorium/docview/2905539058/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Nat+Towles+and+Orchestra+To+Play+In+Moberly+Auditorium+Friday+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-03-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Andy Kirk and His ""Clouds of Joy"" To Swing in Auditorium Sunday Nite","Andy Kirk and his ""Clouds of Joy"" dance orchestra will set the feet to dancing in the Little Theater on Sunday night, Feb. 23 The famous maestro and his lads long favorites with Kansas City dance fans, will provide an evening of red-hot and...",2905534003,newspapers,, Copyright Kansas City Call 1947, Article," Feb 21, 1947", English, English," Kansas City, Missouri","Feb 21, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/andy-kirk-his-clouds-joy-swing-auditorium-sunday/docview/2905534003/se-2?accountid=14556, c14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Andy+Kirk+and+His+%26quot%3BClouds+of+Joy%26quot%3B+To+Swing+in+Auditorium+Sunday+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-02-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=c14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Andy Kirk and His ""Clouds of Joy"" To Swine in Auditorium Sunday Nite",,2905533483,newspapers,, Copyright Kansas City Call 1947, Article," Feb 21, 1947", English, English," Kansas City, Missouri","Feb 21, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/andy-kirk-his-clouds-joy-swine-auditorium-sunday/docview/2905533483/se-2?accountid=14556, d14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Andy+Kirk+and+His+%26quot%3BClouds+of+Joy%26quot%3B+To+Swine+in+Auditorium+Sunday+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-02-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=d14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Amateur Boxers To Battle on Polio Benefit Show Monday Nite in Kansas,,2904691683,newspapers,, Copyright Kansas City Call 1949, Article," Jan 21, 1949", English, English," Kansas City, Missouri","Jan 21, 1949",The Call (1933-),1949,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/amateur-boxers-battle-on-polio-benefit-show/docview/2904691683/se-2?accountid=14556, c16,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Amateur+Boxers+To+Battle+on+Polio+Benefit+Show+Monday+Nite+in+Kansas&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1949-01-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=c16&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Meet The Chiefs Nite At Municipal Stadium On July 23, At 8 P.M",,2904602812,newspapers,, Copyright Kansas City Call 1966, Article," Jul 1, 1966", English, English," Kansas City, Missouri","Jul 1, 1966",The Call (1933-),1966,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/meet-chiefs-nite-at-municipal-stadium-on-july-23/docview/2904602812/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Meet+The+Chiefs+Nite+At+Municipal+Stadium+On+July+23%2C+At+8+P.M.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1966-07-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Coles Quints To Play N. E. Dragons Sat. Nite,,2898303752,newspapers,, Copyright Kansas City Call 1948, Article," Jan 9, 1948", English, English," Kansas City, Missouri","Jan 9, 1948",The Call (1933-),1948,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/coles-quints-play-n-e-dragons-sat-nite/docview/2898303752/se-2?accountid=14556, c17,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Coles+Quints+To+Play+N.+E.+Dragons+Sat.+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1948-01-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=c17&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
K.C. Monarchs In Debut Here Nite Of June 27,"Saturday night, June 27, is Jets ub building fund night and Kans City Monarchs-Detroit Stars ght. The Monarchs, currently vned by Ted Rasberry of Grand apids and members of the 1964 egro American league are planng a grand comeback to this...",2898206405,newspapers,, Copyright Kansas City Call 1964, Article," Jun 26, 1964", English, English," Kansas City, Missouri","Jun 26, 1964",The Call (1933-),1964,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/k-c-monarchs-debut-here-nite-june-27/docview/2898206405/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=K.C.+Monarchs+In+Debut+Here+Nite+Of+June+27&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1964-06-26&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
A's To Hold Hall Of Fame Nite Game,,2893346715,newspapers,, Copyright Kansas City Call 1957, Article," May 31, 1957", English, English," Kansas City, Missouri","May 31, 1957",The Call (1933-),1957,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/as-hold-hall-fame-nite-game/docview/2893346715/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=A%27s+To+Hold+Hall+Of+Fame+Nite+Game&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1957-05-31&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Southall Meets Rough Dixie Brawler Kid Hatcher Monday Nite in Mem. Hall,,2892947461,newspapers,, Copyright Kansas City Call 1947, Article," May 9, 1947", English, English," Kansas City, Missouri","May 9, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/southall-meets-rough-dixie-brawler-kid-hatcher/docview/2892947461/se-2?accountid=14556, b14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Southall+Meets+Rough+Dixie+Brawler+Kid+Hatcher+Monday+Nite+in+Mem.+Hall&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-05-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=b14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Jackie Darthard Tangles With Don Lee in Jungle Brawl Tuesday Nite,"What happens when a Missouri, fighting Jaguar tangles with a Nebraska clawing Wildcat?",2892380757,newspapers,, Copyright Kansas City Call 1947, Article," Jun 6, 1947", English, English," Kansas City, Missouri","Jun 6, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/jackie-darthard-tangles-with-don-lee-jungle-brawl/docview/2892380757/se-2?accountid=14556, c19,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Jackie+Darthard+Tangles+With+Don+Lee+in+Jungle+Brawl+Tuesday+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-06-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=c19&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Free Entertainment Nite Friday Sponsored fo Youth at Memorial Hall by KCK Athletic Association,,2892376054,newspapers,, Copyright Kansas City Call 1958, Article," Jan 24, 1958", English, English," Kansas City, Missouri","Jan 24, 1958",The Call (1933-),1958,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/free-entertainment-nite-friday-sponsored-fo-youth/docview/2892376054/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Free+Entertainment+Nite+Friday+Sponsored+fo+Youth+at+Memorial+Hall+by+KCK+Athletic+Association&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1958-01-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Lewis Williams-Freddy Latson Head Tuesday Nite All-Star Boxing Show,"Louis Williams, crewd-pleasing. young featherweight, rooms to the top of the fight card in Memorial hall, Kansas, Cite, Kas., when he meets Freddy Latson, St. Louis, ring stylist, in the scheduled 10round main event Tuesday night.",2888858701,newspapers,, Copyright Kansas City Call 1947, Article," Oct 31, 1947", English, English," Kansas City, Missouri","Oct 31, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/lewis-williams-freddy-latson-head-tuesday-nite/docview/2888858701/se-2?accountid=14556, c19,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Lewis+Williams-Freddy+Latson+Head+Tuesday+Nite+All-Star+Boxing+Show&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-10-31&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=c19&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Texas State To Face Grambling Tigers In Farrington Field Clash Saturday Nite,"FT. WORTH, Texas.-- The, stage is set here for the Farrington Field grid fight between the Grambling college Tigers and the Texas State Cats which will get underway before an expected sellout crowd Saturday night at 8:15 o'clock.",2886966799,newspapers,, Copyright Kansas City Call 1950, Article," Oct 13, 1950", English, English," Kansas City, Missouri","Oct 13, 1950",The Call (1933-),1950,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/texas-state-face-grambling-tigers-farrington/docview/2886966799/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Texas+State+To+Face+Grambling+Tigers+In+Farrington+Field+Clash+Saturday+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1950-10-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Erskine Hawkins Big Dance Carnival Comes To Moberly. Mo., Monday Nite","MOBERLY, Mo.-- Erskine Hawkins his trumpet and his 18- piece dance orchestra, will provide a hot-tempo session of dance music for the dancers of Mober lv and vicinity, Monday night April 10. at the Municipal auditorium here.",2886018123,newspapers,, Copyright Kansas City Call 1948, Article," Apr 23, 1948", English, English," Kansas City, Missouri","Apr 23, 1948",The Call (1933-),1948,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/erskine-hawkins-big-dance-carnival-comes-moberly/docview/2886018123/se-2?accountid=14556, a17,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Erskine+Hawkins+Big+Dance+Carnival+Comes+To+Moberly.+Mo.%2C+Monday+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1948-04-23&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a17&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Sumner P.-T. A. to Sponsor 'Family and Friends' Nite Program,,2885981791,newspapers,, Copyright Kansas City Call 1940, Article," Feb 2, 1940", English, English," Kansas City, Missouri","Feb 2, 1940",The Call (1933-),1940,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/sumner-p-t-sponsor-family-friends-nite-program/docview/2885981791/se-2?accountid=14556, b11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Sumner+P.-T.+A.+to+Sponsor+%27Family+and+Friends%27+Nite+Program&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1940-02-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=b11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
